temperature	df/dt	Sample	genotype
70.26001957	0.789625391	A3	S23
70.31992172	0.796952815	A3	S23
70.37982387	0.806013121	A3	S23
70.43972603	0.819436235	A3	S23
70.49962818	0.836490666	A3	S23
70.55953033	0.851253379	A3	S23
70.61943249	0.853575713	A3	S23
70.67933464	0.840103363	A3	S23
70.73923679	0.819609271	A3	S23
70.79913894	0.806706121	A3	S23
70.8590411	0.8105098	A3	S23
70.91894325	0.832926305	A3	S23
70.9788454	0.87115475	A3	S23
71.03874755	0.914269561	A3	S23
71.09864971	0.948783756	A3	S23
71.15855186	0.974734387	A3	S23
71.21845401	1.003084447	A3	S23
71.27835616	1.039002382	A3	S23
71.33825832	1.079337077	A3	S23
71.39816047	1.123140109	A3	S23
71.45806262	1.170045171	A3	S23
71.51796477	1.214244042	A3	S23
71.57786693	1.250576571	A3	S23
71.63776908	1.281668293	A3	S23
71.69767123	1.31612192	A3	S23
71.75757339	1.361291814	A3	S23
71.81747554	1.420648261	A3	S23
71.87737769	1.489505794	A3	S23
71.93727984	1.558944429	A3	S23
71.997182	1.626732712	A3	S23
72.05708415	1.694714827	A3	S23
72.1169863	1.762570912	A3	S23
72.17688845	1.829174786	A3	S23
72.23679061	1.897433365	A3	S23
72.29669276	1.973224617	A3	S23
72.35659491	2.058446697	A3	S23
72.41649706	2.148714552	A3	S23
72.47639922	2.245513268	A3	S23
72.53630137	2.350138968	A3	S23
72.59620352	2.459206143	A3	S23
72.65610568	2.576046558	A3	S23
72.71600783	2.70409558	A3	S23
72.77590998	2.838760407	A3	S23
72.83581213	2.97379563	A3	S23
72.89571429	3.104401852	A3	S23
72.95561644	3.229384595	A3	S23
73.01551859	3.356192851	A3	S23
73.07542074	3.490238292	A3	S23
73.1353229	3.631121115	A3	S23
73.19522505	3.777700247	A3	S23
73.2551272	3.933254411	A3	S23
73.31502935	4.101413732	A3	S23
73.37493151	4.275390274	A3	S23
73.43483366	4.450977829	A3	S23
73.49473581	4.63179409	A3	S23
73.55463796	4.81961619	A3	S23
73.61454012	5.01467935	A3	S23
73.67444227	5.215526431	A3	S23
73.73434442	5.419956522	A3	S23
73.79424658	5.631784043	A3	S23
73.85414873	5.859236383	A3	S23
73.91405088	6.096632512	A3	S23
73.97395303	6.316922665	A3	S23
74.03385519	6.51091038	A3	S23
74.09375734	6.692759193	A3	S23
74.15365949	6.866925325	A3	S23
74.21356164	7.032752617	A3	S23
74.2734638	7.177737054	A3	S23
74.33336595	7.279893698	A3	S23
74.3932681	7.351771213	A3	S23
74.45317025	7.432373596	A3	S23
74.51307241	7.531146916	A3	S23
74.57297456	7.626714912	A3	S23
74.63287671	7.712336705	A3	S23
74.69277886	7.795679389	A3	S23
74.75268102	7.868987863	A3	S23
74.81258317	7.928506734	A3	S23
74.87248532	7.979415745	A3	S23
74.93238748	8.016376006	A3	S23
74.99228963	8.021931171	A3	S23
75.05219178	7.997682168	A3	S23
75.11209393	7.963106978	A3	S23
75.17199609	7.908120243	A3	S23
75.23189824	7.809005826	A3	S23
75.29180039	7.678039411	A3	S23
75.35170254	7.556364048	A3	S23
75.4116047	7.461975052	A3	S23
75.47150685	7.377916972	A3	S23
75.531409	7.282956097	A3	S23
75.59131115	7.167248026	A3	S23
75.65121331	7.020697842	A3	S23
75.71111546	6.841661663	A3	S23
75.77101761	6.641603887	A3	S23
75.83091977	6.424208543	A3	S23
75.89082192	6.195324227	A3	S23
75.95072407	5.967392808	A3	S23
76.01062622	5.745345278	A3	S23
76.07052838	5.526823718	A3	S23
76.13043053	5.30998888	A3	S23
76.19033268	5.090321803	A3	S23
76.25023483	4.875100342	A3	S23
76.31013699	4.682429698	A3	S23
76.37003914	4.511616363	A3	S23
76.42994129	4.350076865	A3	S23
76.48984344	4.191280941	A3	S23
76.5497456	4.031117731	A3	S23
76.60964775	3.859027219	A3	S23
76.6695499	3.668366337	A3	S23
76.72945205	3.466217139	A3	S23
76.78935421	3.258911189	A3	S23
76.84925636	3.050802694	A3	S23
76.90915851	2.849704975	A3	S23
76.96906067	2.658792122	A3	S23
77.02896282	2.483567827	A3	S23
77.08886497	2.331525099	A3	S23
77.14876712	2.201155759	A3	S23
77.20866928	2.084083672	A3	S23
77.26857143	1.975087496	A3	S23
77.32847358	1.869984153	A3	S23
77.38837573	1.762890961	A3	S23
77.44827789	1.653023643	A3	S23
77.50818004	1.543213434	A3	S23
77.56808219	1.43669326	A3	S23
77.62798434	1.337292647	A3	S23
77.6878865	1.245058922	A3	S23
77.74778865	1.15682893	A3	S23
77.8076908	1.073025573	A3	S23
77.86759295	0.993882157	A3	S23
77.92749511	0.917748644	A3	S23
77.98739726	0.848241465	A3	S23
78.04729941	0.791078969	A3	S23
78.10720157	0.746122835	A3	S23
78.16710372	0.709499516	A3	S23
78.22700587	0.676819112	A3	S23
78.28690802	0.644184076	A3	S23
78.34681018	0.608398363	A3	S23
78.40671233	0.568991339	A3	S23
78.46661448	0.529057179	A3	S23
78.52651663	0.490279478	A3	S23
78.58641879	0.453211796	A3	S23
78.64632094	0.419467679	A3	S23
78.70622309	0.389796128	A3	S23
78.76612524	0.363862643	A3	S23
78.8260274	0.342431927	A3	S23
78.88592955	0.326987176	A3	S23
78.9458317	0.316845102	A3	S23
79.00573386	0.309293107	A3	S23
79.06563601	0.301589783	A3	S23
79.12553816	0.292686243	A3	S23
79.18544031	0.281703018	A3	S23
79.24534247	0.268210239	A3	S23
79.30524462	0.254314009	A3	S23
79.36514677	0.241437424	A3	S23
79.42504892	0.228889042	A3	S23
79.48495108	0.216166762	A3	S23
79.54485323	0.204562044	A3	S23
79.60475538	0.195663884	A3	S23
79.66465753	0.189380483	A3	S23
