temperature	df/dt	Sample	genotype
91.34223092	0.096636171	A1	S5
91.40219178	0.09823663	A1	S5
91.46215264	0.098264694	A1	S5
91.5221135	0.096924642	A1	S5
91.58207436	0.094843551	A1	S5
91.64203523	0.093041937	A1	S5
91.70199609	0.09192086	A1	S5
91.76195695	0.091319823	A1	S5
91.82191781	0.091020225	A1	S5
91.88187867	0.0904852	A1	S5
91.94183953	0.089615168	A1	S5
92.00180039	0.088525788	A1	S5
92.06176125	0.086633836	A1	S5
92.12172211	0.083886754	A1	S5
92.18168297	0.080954424	A1	S5
92.24164384	0.07875796	A1	S5
92.3016047	0.078214476	A1	S5
92.36156556	0.078837376	A1	S5
92.42152642	0.079369192	A1	S5
92.48148728	0.079561552	A1	S5
92.54144814	0.080066295	A1	S5
92.601409	0.081169948	A1	S5
92.66136986	0.083184222	A1	S5
92.72133072	0.08598808	A1	S5
92.78129159	0.088184835	A1	S5
92.84125245	0.088533576	A1	S5
92.90121331	0.086898643	A1	S5
92.96117417	0.084856109	A1	S5
93.02113503	0.083735763	A1	S5
93.08109589	0.082862882	A1	S5
93.14105675	0.081222702	A1	S5
93.20101761	0.078997113	A1	S5
93.26097847	0.076950599	A1	S5
93.32093933	0.076057635	A1	S5
93.3809002	0.076685753	A1	S5
93.44086106	0.077788865	A1	S5
93.50082192	0.078132089	A1	S5
93.56078278	0.077262181	A1	S5
93.62074364	0.075947054	A1	S5
93.6807045	0.074659726	A1	S5
93.74066536	0.073551802	A1	S5
93.80062622	0.072795842	A1	S5
93.86058708	0.0720283	A1	S5
93.92054795	0.071140062	A1	S5
93.98050881	0.07045784	A1	S5
94.04046967	0.069550706	A1	S5
94.10043053	0.067705742	A1	S5
94.16039139	0.065281738	A1	S5
94.22035225	0.062879437	A1	S5
94.28031311	0.060934267	A1	S5
94.34027397	0.060543383	A1	S5
94.40023483	0.062061329	A1	S5
94.46019569	0.063408174	A1	S5
94.52015656	0.063067246	A1	S5
94.58011742	0.061811467	A1	S5
94.64007828	0.060353307	A1	S5
94.70003914	0.058521389	A1	S5
94.76	0.058521389	A1	S5
64.12	-0.023387355	A9	S5
64.17996086	-0.023387355	A9	S5
64.23992172	-0.004972203	A9	S5
64.29988258	0.042998071	A9	S5
64.35984344	0.117082546	A9	S5
64.41980431	0.197519552	A9	S5
64.47976517	0.266532439	A9	S5
64.53972603	0.33299137	A9	S5
64.59968689	0.413635279	A9	S5
64.65964775	0.503883855	A9	S5
64.71960861	0.594210103	A9	S5
64.77956947	0.678744612	A9	S5
64.83953033	0.755498629	A9	S5
64.89949119	0.823243578	A9	S5
64.95945205	0.878567872	A9	S5
65.01941292	0.919186603	A9	S5
65.07937378	0.946005592	A9	S5
65.13933464	0.961399789	A9	S5
65.1992955	0.967375098	A9	S5
65.25925636	0.967543703	A9	S5
65.31921722	0.964282314	A9	S5
65.37917808	0.956194977	A9	S5
65.43913894	0.945931232	A9	S5
65.4990998	0.936508736	A9	S5
65.55906067	0.926854132	A9	S5
65.61902153	0.917517504	A9	S5
65.67898239	0.905766447	A9	S5
65.73894325	0.888175612	A9	S5
65.79890411	0.86813084	A9	S5
65.85886497	0.849287713	A9	S5
65.91882583	0.8335491	A9	S5
65.97878669	0.822705946	A9	S5
66.03874755	0.819821437	A9	S5
66.09870841	0.828115861	A9	S5
66.15866928	0.843936815	A9	S5
66.21863014	0.862037944	A9	S5
66.278591	0.881978589	A9	S5
66.33855186	0.900622024	A9	S5
66.39851272	0.915711454	A9	S5
66.45847358	0.929284543	A9	S5
66.51843444	0.938891472	A9	S5
66.5783953	0.942424966	A9	S5
66.63835616	0.943552742	A9	S5
66.69831703	0.945858507	A9	S5
66.75827789	0.950329841	A9	S5
66.81823875	0.956769823	A9	S5
66.87819961	0.963700434	A9	S5
66.93816047	0.971070778	A9	S5
66.99812133	0.980382654	A9	S5
67.05808219	0.992091129	A9	S5
67.11804305	1.007418368	A9	S5
67.17800391	1.028794379	A9	S5
67.23796477	1.054852473	A9	S5
67.29792564	1.077600345	A9	S5
67.3578865	1.090847012	A9	S5
67.41784736	1.095120766	A9	S5
67.47780822	1.0926565	A9	S5
67.53776908	1.085690712	A9	S5
67.59772994	1.077489045	A9	S5
67.6576908	1.071622344	A9	S5
67.71765166	1.070450358	A9	S5
67.77761252	1.075636268	A9	S5
67.83757339	1.087726617	A9	S5
67.89753425	1.110079031	A9	S5
67.95749511	1.145956802	A9	S5
