temperature	df/dt	Sample	genotype		
73.74872798	4.29913461	D1	S1		
73.8078865	4.414446938	D1	S1		
73.86704501	4.553194433	D1	S1		
73.92620352	4.717323539	D1	S1		
73.98536204	4.895977722	D1	S1		
74.04452055	5.08051046	D1	S1		
74.10367906	5.266712816	D1	S1		
74.16283757	5.455839447	D1	S1		
74.22199609	5.653582619	D1	S1		
74.2811546	5.860440313	D1	S1		
74.34031311	6.059778161	D1	S1		
74.39947162	6.241240424	D1	S1		
74.45863014	6.405498567	D1	S1		
74.51778865	6.559175582	D1	S1		
74.57694716	6.725566232	D1	S1		
74.63610568	6.923919534	D1	S1		
74.69526419	7.156466154	D1	S1		
74.7544227	7.393497433	D1	S1		
74.81358121	7.618289993	D1	S1		
74.87273973	7.845702732	D1	S1		
74.93189824	8.077306937	D1	S1		
74.99105675	8.305479309	D1	S1		
75.05021526	8.521306914	D1	S1		
75.10937378	8.719993969	D1	S1		
75.16853229	8.920083788	D1	S1		
75.2276908	9.133516572	D1	S1		
75.28684932	9.336007091	D1	S1		
75.34600783	9.517643758	D1	S1		
75.40516634	9.693668245	D1	S1		
75.46432485	9.874344913	D1	S1		
75.52348337	10.05326247	D1	S1		
75.58264188	10.20307116	D1	S1		
75.64180039	10.30570016	D1	S1		
75.7009589	10.3797524	D1	S1		
75.76011742	10.45517255	D1	S1		
75.81927593	10.53402171	D1	S1		
75.87843444	10.6161514	D1	S1		
75.93759295	10.72818969	D1	S1		
75.99675147	10.87532255	D1	S1		
76.05590998	11.02507014	D1	S1		
76.11506849	11.15955978	D1	S1		
76.17422701	11.2865072	D1	S1		
76.23338552	11.3864369	D1	S1		
76.29254403	11.42829925	D1	S1		
76.35170254	11.41728476	D1	S1		
76.41086106	11.36906195	D1	S1		
76.47001957	11.30203575	D1	S1		
76.52917808	11.23253981	D1	S1		
76.58833659	11.16507035	D1	S1		
76.64749511	11.10014494	D1	S1		
76.70665362	11.02896838	D1	S1		
76.76581213	10.93061952	D1	S1		
76.82497065	10.79420214	D1	S1		
76.88412916	10.6266268	D1	S1		
76.94328767	10.42927462	D1	S1		
77.00244618	10.18825983	D1	S1		
77.0616047	9.902102551	D1	S1		
77.12076321	9.593537477	D1	S1		
77.17992172	9.293870896	D1	S1		
77.23908023	9.019233375	D1	S1		
77.29823875	8.760183548	D1	S1		
77.35739726	8.501075966	D1	S1		
77.41655577	8.236009008	D1	S1		
77.47571429	7.973890673	D1	S1		
77.5348728	7.720525226	D1	S1		
77.59403131	7.461636588	D1	S1		
77.65318982	7.179954822	D1	S1		
77.71234834	6.879484572	D1	S1		
77.77150685	6.570415384	D1	S1		
77.83066536	6.251314711	D1	S1		
77.88982387	5.92825019	D1	S1		
77.94898239	5.611359881	D1	S1		
78.0081409	5.30529464	D1	S1		
78.06729941	5.020091057	D1	S1		
78.12645793	4.759993465	D1	S1		
78.18561644	4.519997299	D1	S1		
78.24477495	4.296645577	D1	S1		
78.30393346	4.085566864	D1	S1		
78.36309198	3.874390523	D1	S1		
78.42225049	3.660755227	D1	S1		
78.481409	3.456281773	D1	S1		
78.54056751	3.265090508	D1	S1		
78.59972603	3.083291588	D1	S1		
78.65888454	2.916537905	D1	S1		
78.71804305	2.763162351	D1	S1		
78.77720157	2.607321612	D1	S1		
78.83636008	2.445166043	D1	S1		
78.89551859	2.281709376	D1	S1		
78.9546771	2.119452895	D1	S1		
79.01383562	1.965283814	D1	S1		
79.07299413	1.829263948	D1	S1		
79.13215264	1.713075554	D1	S1		
79.19131115	1.615157167	D1	S1		
79.25046967	1.533367665	D1	S1		
79.30962818	1.462415346	D1	S1		
79.36878669	1.398432757	D1	S1		
79.42794521	1.339996265	D1	S1		
79.48710372	1.287539306	D1	S1		
79.54626223	1.23933449	D1	S1		
79.60542074	1.188635198	D1	S1		
79.66457926	1.133533206	D1	S1		
79.72373777	1.078952211	D1	S1		
79.78289628	1.027435993	D1	S1		
79.84205479	0.978307536	D1	S1		
79.90121331	0.932188893	D1	S1		
79.96037182	0.890661541	D1	S1		
80.01953033	0.853279601	D1	S1		
80.07868885	0.818245778	D1	S1		
80.13784736	0.785321611	D1	S1		
80.19700587	0.757582853	D1	S1		
80.25616438	0.736062709	D1	S1		
80.3153229	0.716835972	D1	S1		
80.37448141	0.695253476	D1	S1		
80.43363992	0.67329109	D1	S1		
80.49279843	0.655857657	D1	S1		
80.55195695	0.643753507	D1	S1		
80.61111546	0.633801279	D1	S1		
80.67027397	0.619561997	D1	S1		
80.72943249	0.597464683	D1	S1		
80.788591	0.56923435	D1	S1		
80.84774951	0.539143082	D1	S1		
80.90690802	0.510660239	D1	S1		
80.96606654	0.483978972	D1	S1		
81.02522505	0.460216192	D1	S1		
81.08438356	0.444760054	D1	S1		
81.14354207	0.442751608	D1	S1		
81.20270059	0.452095295	D1	S1		
81.2618591	0.464500914	D1	S1		
81.32101761	0.474804815	D1	S1		
81.38017613	0.481656752	D1	S1		
81.43933464	0.482691322	D1	S1		
81.49849315	0.476650083	D1	S1		
81.55765166	0.465050439	D1	S1		
81.61681018	0.450613012	D1	S1		
81.67596869	0.435654323	D1	S1		
81.7351272	0.421049021	D1	S1		
81.79428571	0.407879687	D1	S1		
81.85344423	0.399629401	D1	S1		
81.91260274	0.398495135	D1	S1		
81.97176125	0.40065195	D1	S1		
82.03091977	0.401128096	D1	S1		
82.09007828	0.400206883	D1	S1		
82.14923679	0.399689879	D1	S1		
82.2083953	0.400742926	D1	S1		
82.26755382	0.404338326	D1	S1		
82.32671233	0.409282859	D1	S1		
82.38587084	0.412196882	D1	S1		
82.44502935	0.410541375	D1	S1		
82.50418787	0.405142257	D1	S1		
82.56334638	0.400025293	D1	S1		
82.62250489	0.396400385	D1	S1		
82.68166341	0.38933921	D1	S1		
82.74082192	0.377913873	D1	S1		
82.79998043	0.370370339	D1	S1		
82.85913894	0.372613278	D1	S1		
82.91829746	0.380486868	D1	S1		
82.97745597	0.383989789	D1	S1		
83.03661448	0.377246595	D1	S1		
83.09577299	0.364218725	D1	S1		
83.15493151	0.351790353	D1	S1		
83.21409002	0.34447871	D1	S1		
83.27324853	0.344313864	D1	S1		
83.33240705	0.351930843	D1	S1		
83.39156556	0.36340192	D1	S1		
83.45072407	0.371311303	D1	S1		
83.50988258	0.374457253	D1	S1		
83.5690411	0.37656192	D1	S1		
83.62819961	0.379191947	D1	S1		
83.68735812	0.380856801	D1	S1		
83.74651663	0.378853006	D1	S1		
83.80567515	0.373415827	D1	S1		
83.86483366	0.367907948	D1	S1		
83.92399217	0.363697945	D1	S1		
83.98315068	0.359282129	D1	S1		
84.0423092	0.352732222	D1	S1		
84.10146771	0.343752664	D1	S1		
84.16062622	0.333598822	D1	S1		
84.21978474	0.326662186	D1	S1		
84.27894325	0.326323894	D1	S1		
84.33810176	0.330238251	D1	S1		
84.39726027	0.334440997	D1	S1		
84.45641879	0.338030359	D1	S1		
84.5155773	0.340999996	D1	S1		
84.57473581	0.341862465	D1	S1		
84.63389432	0.341433984	D1	S1		
84.69305284	0.341047341	D1	S1		
84.75221135	0.340079056	D1	S1		
84.81136986	0.338846671	D1	S1		
84.87052838	0.339286613	D1	S1		
84.92968689	0.341731428	D1	S1		
84.9888454	0.344603903	D1	S1		
85.04800391	0.346136377	D1	S1		
85.10716243	0.3444456	D1	S1		
85.16632094	0.339109381	D1	S1		
85.22547945	0.33111144	D1	S1		
85.28463796	0.321446681	D1	S1		
85.34379648	0.312469215	D1	S1		
85.40295499	0.307057418	D1	S1		
85.4621135	0.305685418	D1	S1		
85.52127202	0.309048328	D1	S1		
85.58043053	0.317885584	D1	S1		
85.63958904	0.329083018	D1	S1		
85.69874755	0.337900803	D1	S1		
85.75790607	0.341057811	D1	S1		
85.81706458	0.339917754	D1	S1		
85.87622309	0.337694599	D1	S1		
85.9353816	0.335055982	D1	S1		
85.99454012	0.331516403	D1	S1		
86.05369863	0.327960389	D1	S1		
86.11285714	0.323894997	D1	S1		
86.17201566	0.317874315	D1	S1		
86.23117417	0.309279148	D1	S1		
86.29033268	0.297591206	D1	S1		
86.34949119	0.287380046	D1	S1		
86.40864971	0.28006224	D1	S1		
86.46780822	0.272079565	D1	S1		
86.52696673	0.26615999	D1	S1		
86.58612524	0.2666704	D1	S1		
86.64528376	0.27180869	D1	S1		
86.70444227	0.276789441	D1	S1		
86.76360078	0.281647641	D1	S1		
86.8227593	0.288487713	D1	S1		
86.88191781	0.296432071	D1	S1		
86.94107632	0.303011731	D1	S1		
87.00023483	0.307268449	D1	S1		
87.05939335	0.310160217	D1	S1		
87.11855186	0.311380597	D1	S1		
87.17771037	0.310102174	D1	S1		
87.23686888	0.307929328	D1	S1		
87.2960274	0.306022472	D1	S1		
87.35518591	0.302836358	D1	S1		
87.41434442	0.296448006	D1	S1		
87.47350294	0.285050248	D1	S1		
87.53266145	0.270791032	D1	S1		
87.59181996	0.257894208	D1	S1		
87.65097847	0.246717882	D1	S1		
87.71013699	0.237203788	D1	S1		
87.7692955	0.23136781	D1	S1		
87.82845401	0.228627873	D1	S1		
87.88761252	0.227836781	D1	S1		
87.94677104	0.230690618	D1	S1		
88.00592955	0.236933227	D1	S1		
88.06508806	0.245082954	D1	S1		
88.12424658	0.253616313	D1	S1		
88.18340509	0.260769471	D1	S1		
88.2425636	0.265506337	D1	S1		
88.30172211	0.266351816	D1	S1		
88.36088063	0.262691202	D1	S1		
88.42003914	0.256259696	D1	S1		
88.47919765	0.249776073	D1	S1		
88.53835616	0.24456547	D1	S1		
88.59751468	0.242257851	D1	S1		
88.65667319	0.241945509	D1	S1		
88.7158317	0.239108352	D1	S1		
88.77499022	0.233686866	D1	S1		
88.83414873	0.230269313	D1	S1		
88.89330724	0.23213774	D1	S1		
88.95246575	0.23889192	D1	S1		
89.01162427	0.247040351	D1	S1		
89.07078278	0.253977223	D1	S1		
89.12994129	0.258981699	D1	S1		
89.1890998	0.259904829	D1	S1		
89.24825832	0.25536619	D1	S1		
89.30741683	0.246381961	D1	S1		
89.36657534	0.23644798	D1	S1		
89.42573386	0.229815355	D1	S1		
89.48489237	0.226077393	D1	S1		
89.54405088	0.223607059	D1	S1		
89.60320939	0.222195865	D1	S1		
89.66236791	0.219901104	D1	S1		
89.72152642	0.21389461	D1	S1		
89.78068493	0.204930908	D1	S1		
89.83984344	0.198189824	D1	S1		
89.89900196	0.196332785	D1	S1		
89.95816047	0.198382873	D1	S1		
90.01731898	0.203635154	D1	S1		
90.0764775	0.212033137	D1	S1		
90.13563601	0.220495709	D1	S1		
90.19479452	0.223982255	D1	S1		
90.25395303	0.222036852	D1	S1		
90.31311155	0.218182677	D1	S1		
90.37227006	0.21512361	D1	S1		
90.43142857	0.213664304	D1	S1		
90.49058708	0.213011868	D1	S1		
90.5497456	0.21340803	D1	S1		
90.60890411	0.215866396	D1	S1		
90.66806262	0.218166057	D1	S1		
90.72722114	0.216629962	D1	S1		
90.78637965	0.210879928	D1	S1		
90.84553816	0.204365174	D1	S1		
90.90469667	0.197750941	D1	S1		
90.96385519	0.189109657	D1	S1		
91.0230137	0.178560577	D1	S1		
91.08217221	0.168628267	D1	S1		
91.14133072	0.161333957	D1	S1		
91.20048924	0.155252187	D1	S1		
91.25964775	0.149315858	D1	S1		
91.31880626	0.144291771	D1	S1		
91.37796477	0.141055656	D1	S1		
91.43712329	0.140499804	D1	S1		
91.4962818	0.143195765	D1	S1		
91.55544031	0.148243204	D1	S1		
91.61459883	0.154685204	D1	S1		
91.67375734	0.161370979	D1	S1		
91.73291585	0.165796843	D1	S1		
91.79207436	0.168198647	D1	S1		
91.85123288	0.170803938	D1	S1		
91.91039139	0.174705776	D1	S1		
91.9695499	0.179847501	D1	S1		
92.02870841	0.184780039	D1	S1		
92.08786693	0.1875831	D1	S1		
92.14702544	0.18755978	D1	S1		
92.20618395	0.184418037	D1	S1		
92.26534247	0.180268689	D1	S1		
92.32450098	0.178697282	D1	S1		
92.38365949	0.179611805	D1	S1		
92.442818	0.178189803	D1	S1		
92.50197652	0.17141776	D1	S1		
92.56113503	0.163982042	D1	S1		
92.62029354	0.158564367	D1	S1		
92.67945205	0.152417366	D1	S1		
92.73861057	0.145091997	D1	S1		
92.79776908	0.138710109	D1	S1		
92.85692759	0.136141098	D1	S1		
92.91608611	0.137298972	D1	S1		
92.97524462	0.139394649	D1	S1		
93.03440313	0.139600331	D1	S1		
93.09356164	0.134930327	D1	S1		
93.15272016	0.124867981	D1	S1		
93.21187867	0.113136011	D1	S1		
93.27103718	0.103871815	D1	S1		
93.33019569	0.099580643	D1	S1		
93.38935421	0.102152193	D1	S1		
93.44851272	0.110592773	D1	S1		
93.50767123	0.122192184	D1	S1		
93.56682975	0.134765593	D1	S1		
93.62598826	0.145530124	D1	S1		
93.68514677	0.151347353	D1	S1		
93.74430528	0.151064899	D1	S1		
93.8034638	0.146474819	D1	S1		
93.86262231	0.140065183	D1	S1		
93.92178082	0.132597295	D1	S1		
93.98093933	0.125022104	D1	S1		
94.04009785	0.118309444	D1	S1		
94.09925636	0.112668703	D1	S1		
94.15841487	0.109381813	D1	S1		
94.21757339	0.109486927	D1	S1		
94.2767319	0.110884564	D1	S1		
94.33589041	0.112003185	D1	S1		
94.39504892	0.113114235	D1	S1		
94.45420744	0.114278257	D1	S1		
94.51336595	0.11603843	D1	S1		
94.57252446	0.117566127	D1	S1		
94.63168297	0.11608631	D1	S1		
94.69084149	0.111050625	D1	S1		
94.75	0.111050625	D1	S1		
64.52	-1.227639698	E1	S1		
64.57915851	-1.227639698	E1	S1		
64.63831703	-0.965454677	E1	S1		
64.69747554	-0.63702104	E1	S1		
64.75663405	-0.278823629	E1	S1		
64.81579256	0.079477146	E1	S1		
64.87495108	0.397865042	E1	S1		
64.93410959	0.615845497	E1	S1		
64.9932681	0.704831884	E1	S1		
65.05242661	0.746922756	E1	S1		
65.11158513	0.831337118	E1	S1		
65.17074364	0.960099357	E1	S1		
65.22990215	1.109989003	E1	S1		
65.28906067	1.260728283	E1	S1		
65.34821918	1.40095891	E1	S1		
65.40737769	1.516202421	E1	S1		
65.4665362	1.597202443	E1	S1		
65.52569472	1.652837027	E1	S1		
65.58485323	1.697661089	E1	S1		
65.64401174	1.733179207	E1	S1		
65.70317025	1.756224261	E1	S1		
65.76232877	1.777944223	E1	S1		
65.82148728	1.807366179	E1	S1		
65.88064579	1.836042847	E1	S1		
65.93980431	1.851224884	E1	S1		
65.99896282	1.846143497	E1	S1		
66.05812133	1.819956725	E1	S1		
66.11727984	1.780564241	E1	S1		
66.17643836	1.741211425	E1	S1		
66.23559687	1.706590811	E1	S1		
66.29475538	1.672682447	E1	S1		
66.35391389	1.638479995	E1	S1		
66.41307241	1.610926351	E1	S1		
66.47223092	1.599286067	E1	S1		
66.53138943	1.605988206	E1	S1		
66.59054795	1.627870973	E1	S1		
66.64970646	1.653587313	E1	S1		
66.70886497	1.668086739	E1	S1		
66.76802348	1.670109889	E1	S1		
66.827182	1.675718274	E1	S1		
66.88634051	1.696849411	E1	S1		
66.94549902	1.728396792	E1	S1		
67.00465753	1.755039082	E1	S1		
67.06381605	1.761930678	E1	S1		
67.12297456	1.749692843	E1	S1		
67.18213307	1.719045235	E1	S1		
67.24129159	1.659867753	E1	S1		
67.3004501	1.580878783	E1	S1		
67.35960861	1.512522386	E1	S1		
67.41876712	1.473688425	E1	S1		
67.47792564	1.470201422	E1	S1		
67.53708415	1.503313382	E1	S1		
67.59624266	1.564822371	E1	S1		
67.65540117	1.63587914	E1	S1		
67.71455969	1.695301957	E1	S1		
67.7737182	1.732931195	E1	S1		
67.83287671	1.744380685	E1	S1		
67.89203523	1.733864277	E1	S1		
67.95119374	1.72281139	E1	S1		
68.01035225	1.72581009	E1	S1		
68.06951076	1.73766678	E1	S1		
68.12866928	1.745195416	E1	S1		
68.18782779	1.732205365	E1	S1		
68.2469863	1.696760895	E1	S1		
68.30614481	1.656212857	E1	S1		
68.36530333	1.628703102	E1	S1		
68.42446184	1.622995714	E1	S1		
68.48362035	1.641169445	E1	S1		
68.54277886	1.675557064	E1	S1		
68.60193738	1.714842918	E1	S1		
68.66109589	1.749885813	E1	S1		
68.7202544	1.768574465	E1	S1		
68.77941292	1.77012602	E1	S1		
68.83857143	1.768201831	E1	S1		
68.89772994	1.776855424	E1	S1		
68.95688845	1.790994236	E1	S1		
69.01604697	1.792014671	E1	S1		
69.07520548	1.77260023	E1	S1		
69.13436399	1.73843888	E1	S1		
69.1935225	1.695716962	E1	S1		
69.25268102	1.649274519	E1	S1		
69.31183953	1.615230608	E1	S1		
69.37099804	1.612747727	E1	S1		
69.43015656	1.646507135	E1	S1		
69.48931507	1.711266379	E1	S1		
69.54847358	1.795396737	E1	S1		
69.60763209	1.873771215	E1	S1		
69.66679061	1.918633887	E1	S1		
69.72594912	1.929668508	E1	S1		
69.78510763	1.924333728	E1	S1		
69.84426614	1.909033387	E1	S1		
69.90342466	1.879941679	E1	S1		
69.96258317	1.841772199	E1	S1		
70.02174168	1.806654975	E1	S1		
70.0809002	1.781163856	E1	S1		
70.14005871	1.765411253	E1	S1		
70.19921722	1.757320474	E1	S1		
70.25837573	1.762049121	E1	S1		
70.31753425	1.788127874	E1	S1		
70.37669276	1.836554886	E1	S1		
70.43585127	1.895870753	E1	S1		
70.49500978	1.953463701	E1	S1		
70.5541683	2.003168502	E1	S1		
70.61332681	2.040031427	E1	S1		
70.67248532	2.065204176	E1	S1		
70.73164384	2.078572341	E1	S1		
70.79080235	2.074144025	E1	S1		
70.84996086	2.056002219	E1	S1		
70.90911937	2.041637049	E1	S1		
70.96827789	2.041753816	E1	S1		
71.0274364	2.0523028	E1	S1		
71.08659491	2.068821355	E1	S1		
71.14575342	2.091516932	E1	S1		
71.20491194	2.126081011	E1	S1		
71.26407045	2.171512737	E1	S1		
71.32322896	2.209380902	E1	S1		
71.38238748	2.229943599	E1	S1		
71.44154599	2.249947378	E1	S1		
71.5007045	2.27934256	E1	S1		
71.55986301	2.30413336	E1	S1		
71.61902153	2.309825926	E1	S1		
71.67818004	2.289006371	E1	S1		
71.73733855	2.241307533	E1	S1		
71.79649706	2.174892082	E1	S1		
71.85565558	2.098412389	E1	S1		
71.91481409	2.028170421	E1	S1		
71.9739726	1.980111696	E1	S1		
72.03313112	1.959182331	E1	S1		
72.09228963	1.960013737	E1	S1		
72.15144814	1.976054506	E1	S1		
72.21060665	2.004863984	E1	S1		
72.26976517	2.049566088	E1	S1		
72.32892368	2.126451182	E1	S1		
72.38808219	2.253477296	E1	S1		
72.4472407	2.427078696	E1	S1		
72.50639922	2.61950245	E1	S1		
72.56555773	2.803848052	E1	S1		
72.62471624	2.966186872	E1	S1		
72.68387476	3.095845066	E1	S1		
72.74303327	3.180702571	E1	S1		
72.80219178	3.220669843	E1	S1		
72.86135029	3.236557868	E1	S1		
72.92050881	3.257045329	E1	S1		
72.97966732	3.298668005	E1	S1		
73.03882583	3.365675199	E1	S1		
73.09798434	3.461139367	E1	S1		
73.15714286	3.575205445	E1	S1		
73.21630137	3.684780376	E1	S1		
73.27545988	3.77708953	E1	S1		
73.3346184	3.863966446	E1	S1		
73.39377691	3.962559886	E1	S1		
73.45293542	4.074064441	E1	S1		
73.51209393	4.192960999	E1	S1		
73.57125245	4.314067028	E1	S1		
73.63041096	4.428547212	E1	S1		
73.68956947	4.520158269	E1	S1		
73.74872798	4.594359191	E1	S1		
73.8078865	4.679833582	E1	S1		
73.86704501	4.796860129	E1	S1		
73.92620352	4.945928978	E1	S1		
73.98536204	5.119856868	E1	S1		
74.04452055	5.316867681	E1	S1		
74.10367906	5.525785371	E1	S1		
74.16283757	5.732924086	E1	S1		
74.22199609	5.939207448	E1	S1		
74.2811546	6.149666272	E1	S1		
74.34031311	6.355663747	E1	S1		
74.39947162	6.547597112	E1	S1		
74.45863014	6.72311033	E1	S1		
74.51778865	6.894802757	E1	S1		
74.57694716	7.088795057	E1	S1		
74.63610568	7.318362945	E1	S1		
74.69526419	7.581611773	E1	S1		
74.7544227	7.840372432	E1	S1		
74.81358121	8.071758844	E1	S1		
74.87273973	8.298668118	E1	S1		
74.93189824	8.536806744	E1	S1		
74.99105675	8.783397991	E1	S1		
75.05021526	9.025360841	E1	S1		
75.10937378	9.247623622	E1	S1		
75.16853229	9.459845746	E1	S1		
75.2276908	9.682129505	E1	S1		
75.28684932	9.899294796	E1	S1		
75.34600783	10.10745474	E1	S1		
75.40516634	10.32141981	E1	S1		
75.46432485	10.53380472	E1	S1		
75.52348337	10.73097281	E1	S1		
75.58264188	10.89424887	E1	S1		
75.64180039	11.01224199	E1	S1		
75.7009589	11.10156775	E1	S1		
75.76011742	11.18426143	E1	S1		
75.81927593	11.2616191	E1	S1		
75.87843444	11.34401765	E1	S1		
75.93759295	11.46261752	E1	S1		
75.99675147	11.62050618	E1	S1		
76.05590998	11.78625427	E1	S1		
76.11506849	11.94673638	E1	S1		
76.17422701	12.11275448	E1	S1		
76.23338552	12.25509155	E1	S1		
76.29254403	12.33831441	E1	S1		
76.35170254	12.37335526	E1	S1		
76.41086106	12.37000963	E1	S1		
76.47001957	12.3343277	E1	S1		
76.52917808	12.28261267	E1	S1		
76.58833659	12.23079585	E1	S1		
76.64749511	12.1907249	E1	S1		
76.70665362	12.16280734	E1	S1		
76.76581213	12.1241728	E1	S1		
76.82497065	12.04605502	E1	S1		
76.88412916	11.92340886	E1	S1		
76.94328767	11.76067896	E1	S1		
77.00244618	11.53960076	E1	S1		
77.0616047	11.24665014	E1	S1		
77.12076321	10.9032974	E1	S1		
77.17992172	10.54825747	E1	S1		
77.23908023	10.21209244	E1	S1		
77.29823875	9.903041471	E1	S1		
77.35739726	9.612317304	E1	S1		
77.41655577	9.331800046	E1	S1		
77.47571429	9.066091411	E1	S1		
77.5348728	8.81054029	E1	S1		
77.59403131	8.539329621	E1	S1		
77.65318982	8.232836434	E1	S1		
77.71234834	7.90089458	E1	S1		
77.77150685	7.557978366	E1	S1		
77.83066536	7.200920055	E1	S1		
77.88982387	6.834718183	E1	S1		
77.94898239	6.474721661	E1	S1		
78.0081409	6.133756999	E1	S1		
78.06729941	5.824214803	E1	S1		
78.12645793	5.540322292	E1	S1		
78.18561644	5.265199751	E1	S1		
78.24477495	4.991744354	E1	S1		
78.30393346	4.720544767	E1	S1		
78.36309198	4.45341799	E1	S1		
78.42225049	4.200654415	E1	S1		
78.481409	3.971494371	E1	S1		
78.54056751	3.763571185	E1	S1		
78.59972603	3.571062542	E1	S1		
78.65888454	3.393208094	E1	S1		
78.71804305	3.224213807	E1	S1		
78.77720157	3.049184725	E1	S1		
78.83636008	2.86827649	E1	S1		
78.89551859	2.691148073	E1	S1		
78.9546771	2.515344524	E1	S1		
79.01383562	2.34229107	E1	S1		
79.07299413	2.182378926	E1	S1		
79.13215264	2.036646745	E1	S1		
79.19131115	1.906859979	E1	S1		
79.25046967	1.800732048	E1	S1		
79.30962818	1.71846848	E1	S1		
79.36878669	1.651634472	E1	S1		
79.42794521	1.589931688	E1	S1		
79.48710372	1.530080606	E1	S1		
79.54626223	1.472786685	E1	S1		
79.60542074	1.412270025	E1	S1		
79.66457926	1.343208158	E1	S1		
79.72373777	1.270507746	E1	S1		
79.78289628	1.200714994	E1	S1		
79.84205479	1.137521953	E1	S1		
79.90121331	1.084607599	E1	S1		
79.96037182	1.042644758	E1	S1		
80.01953033	1.00886006	E1	S1		
80.07868885	0.980326291	E1	S1		
80.13784736	0.953556996	E1	S1		
80.19700587	0.925400278	E1	S1		
80.25616438	0.896603045	E1	S1		
80.3153229	0.866618631	E1	S1		
80.37448141	0.833282239	E1	S1		
80.43363992	0.799269432	E1	S1		
80.49279843	0.767754891	E1	S1		
80.55195695	0.741525498	E1	S1		
80.61111546	0.722782785	E1	S1		
80.67027397	0.709849781	E1	S1		
80.72943249	0.697358598	E1	S1		
80.788591	0.681766319	E1	S1		
80.84774951	0.664233925	E1	S1		
80.90690802	0.645699645	E1	S1		
80.96606654	0.627302688	E1	S1		
81.02522505	0.61071006	E1	S1		
81.08438356	0.59653791	E1	S1		
81.14354207	0.585337837	E1	S1		
81.20270059	0.577793747	E1	S1		
81.2618591	0.573581158	E1	S1		
81.32101761	0.570176124	E1	S1		
81.38017613	0.566241791	E1	S1		
81.43933464	0.564448136	E1	S1		
81.49849315	0.565538953	E1	S1		
81.55765166	0.567320421	E1	S1		
81.61681018	0.567495493	E1	S1		
81.67596869	0.564438574	E1	S1		
81.7351272	0.559223583	E1	S1		
81.79428571	0.552948748	E1	S1		
81.85344423	0.545148294	E1	S1		
81.91260274	0.536853263	E1	S1		
81.97176125	0.528282534	E1	S1		
82.03091977	0.520806152	E1	S1		
82.09007828	0.517416826	E1	S1		
82.14923679	0.516511603	E1	S1		
82.2083953	0.513336681	E1	S1		
82.26755382	0.506003073	E1	S1		
82.32671233	0.49712454	E1	S1		
82.38587084	0.48987334	E1	S1		
82.44502935	0.484134212	E1	S1		
82.50418787	0.479982082	E1	S1		
82.56334638	0.477744606	E1	S1		
82.62250489	0.47494367	E1	S1		
82.68166341	0.469992136	E1	S1		
82.74082192	0.463059961	E1	S1		
82.79998043	0.456723451	E1	S1		
82.85913894	0.45338608	E1	S1		
82.91829746	0.453778385	E1	S1		
82.97745597	0.457327793	E1	S1		
83.03661448	0.462745924	E1	S1		
83.09577299	0.468203418	E1	S1		
83.15493151	0.471087945	E1	S1		
83.21409002	0.471567274	E1	S1		
83.27324853	0.472088129	E1	S1		
83.33240705	0.472308503	E1	S1		
83.39156556	0.470194733	E1	S1		
83.45072407	0.466709169	E1	S1		
83.50988258	0.462764944	E1	S1		
83.5690411	0.460278765	E1	S1		
83.62819961	0.462393892	E1	S1		
83.68735812	0.46709287	E1	S1		
83.74651663	0.469104897	E1	S1		
83.80567515	0.467722148	E1	S1		
83.86483366	0.466136378	E1	S1		
83.92399217	0.464824703	E1	S1		
83.98315068	0.462349135	E1	S1		
84.0423092	0.46010514	E1	S1		
84.10146771	0.460119678	E1	S1		
84.16062622	0.462767876	E1	S1		
84.21978474	0.465496077	E1	S1		
84.27894325	0.463832384	E1	S1		
84.33810176	0.457772396	E1	S1		
84.39726027	0.450419282	E1	S1		
84.45641879	0.443054906	E1	S1		
84.5155773	0.436712342	E1	S1		
84.57473581	0.431869118	E1	S1		
84.63389432	0.429015528	E1	S1		
84.69305284	0.428922467	E1	S1		
84.75221135	0.430701449	E1	S1		
84.81136986	0.432770663	E1	S1		
84.87052838	0.43342967	E1	S1		
84.92968689	0.432271639	E1	S1		
84.9888454	0.430592382	E1	S1		
85.04800391	0.43032979	E1	S1		
85.10716243	0.429784464	E1	S1		
85.16632094	0.425835964	E1	S1		
85.22547945	0.421063326	E1	S1		
85.28463796	0.417970413	E1	S1		
85.34379648	0.416515845	E1	S1		
85.40295499	0.416359722	E1	S1		
85.4621135	0.413801988	E1	S1		
85.52127202	0.407439633	E1	S1		
85.58043053	0.399938607	E1	S1		
85.63958904	0.393260863	E1	S1		
85.69874755	0.389541848	E1	S1		
85.75790607	0.389439513	E1	S1		
85.81706458	0.390864785	E1	S1		
85.87622309	0.391525669	E1	S1		
85.9353816	0.390973712	E1	S1		
85.99454012	0.389972111	E1	S1		
86.05369863	0.388752179	E1	S1		
86.11285714	0.386632175	E1	S1		
86.17201566	0.383130245	E1	S1		
86.23117417	0.377377033	E1	S1		
86.29033268	0.368988419	E1	S1		
86.34949119	0.361955907	E1	S1		
86.40864971	0.359074805	E1	S1		
86.46780822	0.358441361	E1	S1		
86.52696673	0.357150703	E1	S1		
86.58612524	0.353178356	E1	S1		
86.64528376	0.346083791	E1	S1		
86.70444227	0.337296158	E1	S1		
86.76360078	0.329490757	E1	S1		
86.8227593	0.324310685	E1	S1		
86.88191781	0.320486762	E1	S1		
86.94107632	0.31698942	E1	S1		
